pid	median_psi	mean_psi	sd_psi	exon_id
chr1_15005_15038_-	0.95146	0.9274377637130802	0.08300877542221952	ENSG00000227232.5_10
chr1_15796_15947_-	0.96657	0.9492615611814346	0.05587569588245855	ENSG00000227232.5_9
chr1_16607_16765_-	0.95135	0.9379219831223629	0.061312774368084	ENSG00000227232.5_8
chr1_16858_17055_-	0.98288	0.9780379324894515	0.023362812084676315	ENSG00000227232.5_7
chr1_17233_17368_-	0.91362	0.90774611814346	0.039346674058217554	ENSG00000227232.5_6
chr1_17606_17742_-	0.8609	0.8707037130801688	0.05624811021053339	ENSG00000227232.5_5
chr1_17915_18061_-	0.90909	0.9173960759493671	0.045381738648457695	ENSG00000227232.5_4
chr1_18268_18366_-	0.78471	0.7896372995780591	0.06782785310684396	ENSG00000227232.5_3
chr1_24738_24891_-	0.51304	0.5352444303797468	0.12268126352338952	ENSG00000227232.5_2
chr1_30504_30667_+	0	0.00807986928104575	0.033369534166798255	ENSG00000243485.5_3
chr1_30976_31109_+	0	0.00807986928104575	0.033369534166798255	ENSG00000243485.5_4
chr1_90051_90286_-	0	0.02629627118644068	0.059854998849831906	ENSG00000238009.6_7
chr1_91106_91629_-	0.10843	0.1325898312236287	0.09701950837360566	ENSG00000238009.6_6
chr1_92091_92240_-	0.21649	0.25037759493670886	0.1549387590462257	ENSG00000238009.6_5
chr1_112700_112804_-	0.04274	0.060932911392405066	0.07610560712018495	ENSG00000238009.6_3
chr1_120721_120932_-	0.0303	0.0648240506329114	0.0899045836747284	ENSG00000238009.6_2
chr1_129055_129223_-	0	0.014324556962025316	0.03364692549472836	ENSG00000238009.6_1
chr1_139790_139847_-	0.19868	0.26270097046413504	0.21700797509633174	ENSG00000239906.1_2
chr1_140075_140339_-	0.0596	0.08214839662447257	0.09004339157822644	ENSG00000239906.1_1
chr1_141474_143011_-	0.12195	0.1492893670886076	0.10759918997405278	ENSG00000241860.6_10
chr1_146386_149707_-	0.08984	0.11081396624472574	0.0829481801291904	ENSG00000241860.6_9
chr1_155767_155831_-	0.13043	0.1733835864978903	0.1384758499420288	ENSG00000241860.6_8
chr1_164263_164791_-	0.17468	0.228427805907173	0.16807802204176084	ENSG00000241860.6_7
chr1_165884_165942_-	0.41121	0.4202538818565401	0.1592894363913825	ENSG00000241860.6_6
chr1_168100_168165_-	0.375	0.40772649789029536	0.1608943532495734	ENSG00000241860.6_5
chr1_168610_168767_-	0	0.043980506329113926	0.07232623594880495	ENSG00000241860.6_4
