pid	median_psi	mean_psi	sd_psi	exon_id
chr1_15005_15038_-	1	0.9186666826923077	0.12003565767344676	ENSG00000227232.5_10
chr1_15796_15947_-	1	0.944097548076923	0.0841248320726628	ENSG00000227232.5_9
chr1_16607_16765_-	1	0.9309214423076924	0.10119001801430705	ENSG00000227232.5_8
chr1_16858_17055_-	1	0.973505673076923	0.04030352229879799	ENSG00000227232.5_7
chr1_17233_17368_-	0.92857	0.9232588461538461	0.046476240344251206	ENSG00000227232.5_6
chr1_17606_17742_-	0.9699150000000001	0.9468511057692308	0.06117074732846623	ENSG00000227232.5_5
chr1_17915_18061_-	0.9773350000000001	0.9567649519230769	0.05196789582167959	ENSG00000227232.5_4
chr1_18268_18366_-	0.883715	0.8735466826923077	0.09670263488287242	ENSG00000227232.5_3
chr1_24738_24891_-	0.663845	0.6763554368932039	0.21956339413360035	ENSG00000227232.5_2
chr1_91106_91629_-	0.13821	0.21866670807453417	0.25029044014598417	ENSG00000238009.6_6
chr1_92091_92240_-	0.255355	0.3295995882352941	0.2868173080600054	ENSG00000238009.6_5
chr1_112700_112804_-	0.04396	0.12766608974358976	0.2053639117323942	ENSG00000238009.6_3
chr1_120721_120932_-	0	0.07394362416107382	0.1784444289158421	ENSG00000238009.6_2
chr1_129055_129223_-	0	0.059110584415584415	0.09385159981878367	ENSG00000238009.6_1
chr1_139790_139847_-	0.232	0.3297608379888268	0.3243465693468125	ENSG00000239906.1_2
chr1_140075_140339_-	0.1028	0.18087526011560692	0.22825884003250405	ENSG00000239906.1_1
chr1_141474_143011_-	0.04147	0.10898988304093568	0.16696236265904998	ENSG00000241860.6_10
chr1_146386_149707_-	0	0.08205964285714286	0.15314764214861445	ENSG00000241860.6_9
chr1_155767_155831_-	0.08036499999999999	0.1779175581395349	0.24072685680938072	ENSG00000241860.6_8
chr1_164263_164791_-	0.24615	0.34234758974358975	0.3076627515320033	ENSG00000241860.6_7
chr1_165884_165942_-	0.5067550000000001	0.5379019117647059	0.2916490157533936	ENSG00000241860.6_6
chr1_168100_168165_-	0.56364	0.5855363768115942	0.2664039453097769	ENSG00000241860.6_5
chr1_168610_168767_-	0	0.04221710144927536	0.08094371902031172	ENSG00000241860.6_4
chr1_169049_169264_-	0.44618	0.5008383168316831	0.28086217896199944	ENSG00000241860.6_3
chr1_172557_172688_-	0.25532	0.33600698412698415	0.29048137223007026	ENSG00000241860.6_2
