pid	median_psi	mean_psi	sd_psi	exon_id
chr1_15005_15038_-	0.96033	0.9167011764705882	0.11015435444213093	ENSG00000227232.5_10
chr1_15796_15947_-	0.974925	0.940702156862745	0.07678498776321406	ENSG00000227232.5_9
chr1_16607_16765_-	0.977685	0.9324732352941176	0.09005712926255975	ENSG00000227232.5_8
chr1_16858_17055_-	0.9912700000000001	0.9758728431372549	0.03349153959599057	ENSG00000227232.5_7
chr1_17233_17368_-	0.8924650000000001	0.8882598039215687	0.04672740690854583	ENSG00000227232.5_6
chr1_17606_17742_-	0.9279999999999999	0.925971862745098	0.05103813696843467	ENSG00000227232.5_5
chr1_17915_18061_-	0.96523	0.9550924509803922	0.04227837760303839	ENSG00000227232.5_4
chr1_18268_18366_-	0.808395	0.8041386274509804	0.08958779590064196	ENSG00000227232.5_3
chr1_24738_24891_-	0.55196	0.5845522549019608	0.13792230815551298	ENSG00000227232.5_2
chr1_90051_90286_-	0	0.014193069306930694	0.06323801465483518	ENSG00000238009.6_7
chr1_91106_91629_-	0.099345	0.11360460784313725	0.09868086751347004	ENSG00000238009.6_6
chr1_92091_92240_-	0.14923999999999998	0.18194656862745098	0.1486916794165466	ENSG00000238009.6_5
chr1_112700_112804_-	0.05079	0.07881156862745098	0.09746365798192687	ENSG00000238009.6_3
chr1_120721_120932_-	0	0.054186534653465346	0.1289117208824368	ENSG00000238009.6_2
chr1_129055_129223_-	0	0.009739803921568627	0.03833234484540844	ENSG00000238009.6_1
chr1_139790_139847_-	0.12707	0.22778607843137255	0.2177599331544702	ENSG00000239906.1_2
chr1_140075_140339_-	0.07353	0.09953764705882352	0.11456633570808297	ENSG00000239906.1_1
chr1_141474_143011_-	0.09917	0.12549745098039217	0.10812674644327584	ENSG00000241860.6_10
chr1_146386_149707_-	0.06154	0.07641752475247525	0.07122668369938251	ENSG00000241860.6_9
chr1_155767_155831_-	0.109125	0.13986284313725492	0.1159013800683043	ENSG00000241860.6_8
chr1_164263_164791_-	0.22286499999999998	0.23633666666666667	0.14933420598077182	ENSG00000241860.6_7
chr1_165884_165942_-	0.391595	0.3908536274509804	0.177259505540699	ENSG00000241860.6_6
chr1_168100_168165_-	0.39085000000000003	0.41086	0.1602400673741721	ENSG00000241860.6_5
chr1_168610_168767_-	0	0.03576392156862745	0.06762403420597456	ENSG00000241860.6_4
chr1_169049_169264_-	0.28452	0.3067106862745098	0.1338590779921575	ENSG00000241860.6_3
chr1_172557_172688_-	0.18323499999999998	0.19797803921568627	0.12641611519998497	ENSG00000241860.6_2
chr1_173753_173862_-	0.145615	0.17231117647058825	0.11983385838085911	ENSG00000241860.6_1
chr1_185217_185350_-	0.855395	0.8430670588235294	0.07963759076309981	ENSG00000279457.4_10
chr1_185491_185559_-	0.91279	0.9016569607843137	0.061175093517781706	ENSG00000279457.4_9
chr1_186317_186469_-	0.918995	0.9097386274509804	0.05442246560432459	ENSG00000279457.4_8
chr1_187129_187287_-	0.827055	0.8058905882352941	0.1036749043487852	ENSG00000279457.4_7
chr1_187376_187577_-	0.831365	0.8135420588235294	0.09446376949499966	ENSG00000279457.4_6
chr1_187755_187890_-	0.818775	0.8050203921568627	0.07845336094399682	ENSG00000279457.4_5
chr1_188130_188266_-	0.87659	0.8560467647058824	0.08624476210425382	ENSG00000279457.4_4
chr1_188439_188584_-	0.9136299999999999	0.8912232352941176	0.07353013004260704	ENSG00000279457.4_3
chr1_188791_188902_-	0.7560100000000001	0.7422104901960784	0.11692947679401325	ENSG00000279457.4_2
chr1_195263_195411_-	0.797535	0.7835401960784314	0.1667935313344336	ENSG00000279457.4_1
chr1_266361_268204_-	0.30435	0.4289510909090909	0.35160841303544826	ENSG00000228463.9_5
chr1_268667_268816_-	0.66667	0.6585379746835444	0.3413480139673223	ENSG00000228463.9_4
chr1_289266_289370_-	0.37778	0.44538122807017544	0.3674220721754195	ENSG00000228463.9_2
chr1_494382_494898_-	0.9259	0.8123108823529411	0.2510215152748802	ENSG00000237094.11_8
chr1_494992_495049_-	0.557415	0.6239899019607843	0.2250139996634537	ENSG00000237094.11_7
chr1_495277_495476_-	0.01919	0.030836568627450982	0.0425756713753242	ENSG00000237094.11_6
chr1_497109_497299_-	0.52288	0.5608061764705883	0.20654842198823484	ENSG00000237094.11_4
chr1_498047_498305_-	0.323625	0.36525313725490194	0.14135263809703333	ENSG00000237094.11_3
chr1_498399_499369_-	0.386245	0.44349245098039214	0.22733016137800774	ENSG00000237094.11_2
chr1_501556_501617_-	0.03093	0.04767927835051546	0.06845746675624312	ENSG00000237094.11_1
chr1_585989_586358_-	0	0.0029024	0.011311521356295953	ENSG00000230021.8_16
chr1_586821_586955_-	0	0.0031152	0.011397627653209773	ENSG00000230021.8_15
chr1_601398_601577_-	0	0.0092412	0.023836264930105593	ENSG00000230021.8_11
chr1_607955_608056_-	0	0.0060052	0.021135896340136847	ENSG00000230021.8_10
chr1_711342_711922_-	0	0.012182626262626263	0.030044512269666826	ENSG00000230021.8_3
chr1_725885_729804_-	0.56799	0.5879653921568627	0.16679913832476562	ENSG00000228327.3_16
chr1_733307_733364_-	0.455025	0.4757505882352941	0.15288875263674195	ENSG00000228327.3_15
chr1_735423_735613_-	0.24292999999999998	0.24252	0.09717534212356385	ENSG00000228327.3_14
chr1_743180_743350_-	0.476455	0.4917408163265306	0.23894880308168964	ENSG00000228327.3_13
chr1_744195_744391_-	0.36296	0.37485606060606064	0.2265345560512639	ENSG00000228327.3_12
chr1_744728_744825_-	0.21739	0.2629668686868687	0.22246220225910823	ENSG00000228327.3_11
chr1_746695_746818_-	0.5300100000000001	0.5261935	0.2228635916328754	ENSG00000228327.3_10
chr1_756077_756141_-	0.8886000000000001	0.770628137254902	0.2809596396783335	ENSG00000228327.3_9
chr1_758967_759123_-	0.883285	0.7705051960784314	0.2808788268836676	ENSG00000228327.3_8
chr1_764723_765247_-	1	0.7653118	0.30388901541460256	ENSG00000228327.3_7
chr1_766329_766387_-	1	0.8595856862745098	0.2309718588041092	ENSG00000228327.3_6
chr1_768548_768613_-	1	0.896507843137255	0.2121871021342569	ENSG00000228327.3_5
chr1_769497_769712_-	0.81982	0.7644784158415842	0.20867074234176997	ENSG00000228327.3_4
chr1_772976_773107_-	0.74118	0.700190396039604	0.2302379219760324	ENSG00000228327.3_3
chr1_774171_774280_-	1	0.8642042105263158	0.2539752247700088	ENSG00000228327.3_2
chr1_778284_778626_-	0.5	0.4976647826086957	0.31786361417516185	ENSG00000228327.3_1
