pid	median_psi	mean_psi	sd_psi	exon_id
chr1_15005_15038_-	1	0.973702463768116	0.07468406466212636	ENSG00000227232.5_10
chr1_15796_15947_-	1	0.9805369151138716	0.05332238482913366	ENSG00000227232.5_9
chr1_16607_16765_-	1	0.9799959627329192	0.0528778112566435	ENSG00000227232.5_8
chr1_16858_17055_-	1	0.9936707867494824	0.016923333415806787	ENSG00000227232.5_7
chr1_17233_17368_-	0.85306	0.8449970186335404	0.058029867190213004	ENSG00000227232.5_6
chr1_17606_17742_-	0.9768	0.9674202070393375	0.038371369523736966	ENSG00000227232.5_5
chr1_17915_18061_-	1	0.9857362732919255	0.02738050566063765	ENSG00000227232.5_4
chr1_18268_18366_-	0.87798	0.8725683436853002	0.09063233532682746	ENSG00000227232.5_3
chr1_24738_24891_-	0.60784	0.6143152173913043	0.17945341425467534	ENSG00000227232.5_2
chr1_91106_91629_-	0.18084	0.2232605424528302	0.19731731586310758	ENSG00000238009.6_6
chr1_92091_92240_-	0.33333	0.3667812471655329	0.24956145926775258	ENSG00000238009.6_5
chr1_112700_112804_-	0.11765	0.15632444705882353	0.16706178678277803	ENSG00000238009.6_3
chr1_120721_120932_-	0	0.11457046116504854	0.2004350929361475	ENSG00000238009.6_2
chr1_139790_139847_-	0	0.06233858156028369	0.14737739087335375	ENSG00000239906.1_2
chr1_140075_140339_-	0	0.01912611374407583	0.0653687366279101	ENSG00000239906.1_1
chr1_141474_143011_-	0.08571	0.12193988425925927	0.14802130230851757	ENSG00000241860.6_10
chr1_146386_149707_-	0.05263	0.0925454060324826	0.12841114195575581	ENSG00000241860.6_9
chr1_155767_155831_-	0.11429	0.1685276957494407	0.18579293267901167	ENSG00000241860.6_8
chr1_164263_164791_-	0.25	0.30518049676025916	0.23774020421362527	ENSG00000241860.6_7
chr1_165884_165942_-	0.544205	0.5667962133891213	0.20876542949315055	ENSG00000241860.6_6
chr1_168100_168165_-	0.58442	0.589869896049896	0.20446499049192793	ENSG00000241860.6_5
chr1_168610_168767_-	0	0.052972958333333334	0.09090326558230152	ENSG00000241860.6_4
chr1_169049_169264_-	0.4359	0.4690371578947368	0.2174430291469603	ENSG00000241860.6_3
chr1_172557_172688_-	0.2	0.24835131696428572	0.20483808136648757	ENSG00000241860.6_2
chr1_173753_173862_-	0.20794	0.24652709821428573	0.2048131078709725	ENSG00000241860.6_1
chr1_185217_185350_-	0.86667	0.8578182608695653	0.09128669524818113	ENSG00000279457.4_10
chr1_185491_185559_-	0.93103	0.9203423602484472	0.05777667513312285	ENSG00000279457.4_9
chr1_186317_186469_-	0.91563	0.90623161490683235	0.06495270832023523	ENSG00000279457.4_8
chr1_187129_187287_-	0.79381	0.7796373291925466	0.13121953187916205	ENSG00000279457.4_7
chr1_187376_187577_-	0.82946	0.8176658799171843	0.10879386550145663	ENSG00000279457.4_6
chr1_187755_187890_-	0.7757	0.767755403726708	0.08932437445731953	ENSG00000279457.4_5
chr1_188130_188266_-	0.86026	0.8484591925465839	0.09669307841222216	ENSG00000279457.4_4
chr1_188439_188584_-	0.87179	0.8620262732919255	0.09152287546048726	ENSG00000279457.4_3
